iter	Passed	Remaining
193	31701	295118
194	31827	294607
195	31962	294184
196	32095	293748
197	32222	293256
198	32356	292831
199	32490	292418
200	32612	291890
201	32751	291520
202	32955	291732
203	33113	291530
204	33259	291224
205	33427	291110
206	33586	290922
207	33744	290724
208	33770	289388
209	33932	289231
210	34065	288834
211	34204	288480
212	34338	288084
213	34475	287724
214	34618	287415
215	34752	287028
216	34890	286680
217	35051	286522
218	35226	286478
219	35377	286239
220	35532	286027
221	35668	285671
222	35793	285225
223	35919	284793
224	36073	284577
225	36213	284259
226	36347	283897
227	36485	283559
228	36618	283195
229	36757	282870
230	36902	282598
231	37027	282173
232	37162	281830
233	37306	281552
234	37480	281504
235	37607	281100
236	37736	280715
237	37860	280297
238	37996	279964
239	38129	279615
240	38263	279272
241	38388	278872
242	38527	278574
243	38651	278162
244	38776	277767
245	38927	277554
246	39065	277254
247	39188	276845
248	39317	276483
249	39440	276086
250	39556	275631
251	39674	275203
252	39795	274795
253	39919	274406
254	40073	274230
255	40197	273842
256	40347	273642
257	40467	273233
258	40596	272888
259	40717	272495
260	40850	272177
261	40976	271823
262	41099	271446
263	41212	271005
264	41327	270580
265	41445	270173
266	41556	269726
267	41681	269372
268	41796	268961
269	41913	268553
270	42033	268173
271	42148	267766
272	42267	267381
273	42381	266974
274	42492	266546
275	42618	266212
276	42774	266064
277	42923	265879
278	43060	265618
279	43190	265311
280	43308	264935
281	43433	264605
282	43557	264267
283	43667	263850
284	43782	263466
285	43907	263139
286	44053	262941
287	44172	262582
288	44308	262321
289	44433	262005
290	44555	261670
291	44677	261332
292	44804	261027
293	44927	260701
294	45049	260370
295	45198	260195
296	45333	259942
297	45452	259600
298	45572	259260
299	45691	258916
300	45812	258586
301	45934	258265
302	46054	257935
303	46181	257646
304	46314	257388
305	46432	257047
306	46545	256685
307	46671	256392
308	46790	256062
309	46911	255744
310	47027	255401
311	47145	255066
312	47269	254770
313	47387	254446
314	47499	254083
315	47671	254045
316	47813	253851
317	47945	253596
318	48299	254519
319	48591	255104
320	48735	254910
321	48858	254609
322	48969	254244
323	49088	253925
324	49214	253641
325	49326	253292
326	49445	252974
327	49566	252670
328	49685	252351
329	49804	252041
330	49919	251710
331	50050	251456
332	50172	251165
333	50298	250889
334	50421	250603
335	50531	250252
336	50643	249911
337	50769	249639
338	50888	249337
339	51057	249280
340	51233	249255
341	51491	249628
342	51632	249429
343	51748	249112
344	51860	248779
345	51981	248489
346	52104	248207
347	52277	248169
348	52398	247879
349	52553	247750
350	52731	247731
351	52891	247627
352	53033	247437
353	53169	247221
354	53293	246949
355	53421	246698
356	53551	246458
357	53681	246215
358	53800	245924
359	53924	245655
360	54039	245346
361	54162	245075
362	54277	244773
363	54383	244426
364	54497	244117
365	54619	243849
366	54734	243547
367	54843	243217
368	54979	243010
369	55093	242708
370	55265	242662
371	55382	242370
372	55495	242068
373	55616	241797
374	55733	241510
375	55844	241202
376	55956	240894
377	56068	240588
378	56200	240370
379	56334	240161
380	56449	239874
381	56577	239641
382	56692	239350
383	56817	239105
384	56938	238843
385	57075	238651
386	57192	238377
387	57319	238141
388	57450	237926
389	57562	237627
390	57684	237374
391	57813	237155
392	57943	236933
393	58067	236692
394	58188	236435
395	58307	236174
396	58423	235901
397	58541	235638
398	58658	235369
399	58778	235114
400	58893	234841
401	59014	234591
402	59137	234350
403	59262	234117
404	59381	233858
405	59499	233603
406	59625	233376
407	59741	233108
408	59863	232865
409	59990	232645
410	60118	232427
411	60253	232239
412	60467	232353
413	60690	232502
414	60855	232424
415	60984	232211
416	61105	231965
417	61224	231713
418	61353	231501
419	61476	231270
420	61590	231001
421	61722	230799
422	61884	230713
423	62034	230582
424	62198	230501
425	62394	230536
426	62536	230375
427	62725	230384
428	62926	230437
429	63168	230638
430	63586	231478
431	63937	232068
432	64087	231927
433	64224	231741
434	64350	231513
435	64599	231728
436	64819	231836
437	65024	231890
438	65154	231675
439	65278	231442
440	65418	231264
441	65574	231143
442	65695	230899
443	65816	230655
444	65936	230408
445	66052	230146
446	66177	229917
447	66297	229673
448	66426	229461
449	66618	229463
450	66798	229426
451	67017	229519
452	67141	229288
453	67267	229065
454	67405	228881
455	67531	228660
456	67650	228414
457	67700	227935
458	67822	227698
459	67940	227451
460	68053	227187
461	68170	226938
462	68282	226675
463	68397	226418
464	68514	226172
465	68634	225932
466	68747	225673
467	68887	225505
468	69017	225301
469	69139	225069
470	69269	224868
471	69401	224673
472	69551	224534
473	69667	224289
474	69776	224020
475	69891	223771
476	70003	223511
477	70113	223247
478	70223	222983
479	70330	222714
480	70437	222440
481	70549	222187
482	70654	221911
483	70763	221647
484	70884	221421
485	70994	221163
486	71114	220936
487	71237	220718
488	71344	220454
489	71454	220196
490	71564	219940
491	71673	219683
492	71793	219459
493	71900	219194
494	72014	218954
495	72151	218781
496	72272	218562
497	72389	218332
498	72497	218074
499	72611	217833
500	72730	217610
501	72870	217449
502	73062	217442
503	73196	217267
504	73326	217075
505	73440	216838
506	73560	216617
507	73677	216390
508	73809	216207
509	73927	215985
510	74095	215907
511	74277	215870
512	74408	215683
513	74526	215459
514	74640	215225
515	74766	215027
516	74895	214835
517	75014	214616
518	75141	214421
519	75265	214217
520	75385	214002
521	75492	213749
522	75599	213499
523	75710	213259
524	75844	213087
525	75957	212853
526	76068	212616
527	76186	212398
528	76287	212134
529	76398	211899
530	76508	211658
531	76626	211444
532	76740	211217
533	76860	211006
534	76978	210791
535	77100	210587
536	77223	210387
537	77334	210155
538	77439	209904
539	77550	209674
540	77678	209487
541	77812	209319
542	77941	209136
543	78086	208997
544	78224	208837
545	78339	208617
546	78505	208533
547	78636	208357
548	78757	208155
549	78878	207951
550	79035	207843
551	79170	207678
552	79318	207547
553	79433	207329
554	79563	207153
555	79697	206983
556	79814	206773
557	79936	206574
558	80061	206383
559	80216	206270
560	80348	206099
561	80464	205884
562	80591	205701
563	80716	205512
564	80837	205312
565	80975	205157
566	81092	204947
567	81222	204771
568	81345	204577
569	81457	204359
570	81574	204150
571	81687	203932
572	81817	203759
573	81943	203573
574	82061	203369
575	82184	203179
576	82308	202990
577	82431	202798
578	82559	202618
579	82681	202426
580	82814	202260
581	82948	202096
582	83067	201899
583	83191	201710
584	83315	201523
585	83435	201327
586	83555	201130
587	83730	201067
588	83876	200934
589	83991	200726
590	84112	200531
591	84250	200380
592	84380	200207
593	84502	200017
594	84617	199811
595	84737	199615
596	84855	199417
597	84980	199235
598	85105	199053
599	85240	198895
600	85373	198731
601	85496	198546
602	85610	198338
603	85726	198136
604	85847	197946
605	85967	197754
606	86088	197564
607	86208	197372
608	86377	197292
609	86504	197116
610	86625	196927
611	86752	196752
612	86871	196559
613	87015	196421
614	87139	196241
615	87264	196061
616	87388	195880
617	87522	195721
618	87653	195556
619	87780	195381
620	87915	195226
621	88050	195069
622	88198	194942
623	88342	194806
624	88470	194635
625	88604	194476
626	88750	194345
627	88892	194205
628	89034	194063
629	89179	193930
630	89315	193777
631	89434	193585
632	89570	193433
633	89688	193240
634	89826	193092
635	89961	192936
636	90085	192756
637	90231	192625
638	90358	192453
639	90494	192301
640	90626	192138
641	90764	191991
642	90903	191843
643	91030	191672
644	91171	191531
645	91312	191389
646	91436	191210
647	91566	191046
648	91696	190881
649	91848	190761
650	91973	190586
651	92093	190401
652	92239	190270
653	92369	190105
654	92507	189957
655	92636	189792
656	92774	189643
657	92914	189500
658	93047	189341
659	93187	189198
660	93373	189148
661	93541	189060
662	93839	189236
663	94057	189247
664	94344	189398
665	94574	189433
666	94758	189374
667	94929	189290
668	95080	189167
669	95219	189016
670	95353	188859
671	95490	188707
672	95621	188543
673	95744	188364
674	95882	188214
675	96017	188057
676	96157	187912
677	96314	187799
678	96452	187648
679	96593	187505
680	96726	187345
681	96861	187190
682	96990	187022
683	97117	186851
684	97266	186723
685	97393	186552
686	97531	186402
687	97666	186247
688	97797	186084
689	97935	185934
690	98059	185759
691	98191	185598
692	98325	185442
693	98459	185284
694	98588	185119
695	98725	184968
696	98852	184798
697	98984	184639
698	99108	184464
699	99245	184312
700	99376	184150
701	99508	183990
702	99634	183820
703	99768	183664
704	99896	183498
705	100020	183323
706	100151	183162
707	100302	183038
708	100473	182949
709	100652	182875
710	100801	182747
711	100934	182589
712	101069	182435
713	101201	182275
714	101324	182101
715	101445	181921
716	101591	181788
717	101746	181670
718	101914	181574
719	102070	181458
720	102220	181330
721	102367	181198
722	102516	181069
723	102660	180932
724	102817	180816
725	103021	180783
726	103150	180619
727	103283	180461
728	103438	180342
729	103573	180188
730	103721	180057
731	103889	179961
732	104037	179829
733	104182	179694
734	104313	179532
735	104440	179364
736	104579	179218
737	104704	179047
738	104849	178911
739	104994	178773
740	105140	178638
741	105300	178528
742	105436	178375
743	105567	178215
744	105718	178089
745	105862	177950
746	106040	177869
747	106192	177744
748	106414	177736
749	106573	177622
750	106840	177688
751	107086	177718
752	107273	177649
753	107398	177478
754	107532	177321
755	107698	177217
756	107834	177065
757	107969	176910
758	108112	176768
759	108269	176650
760	108399	176487
761	108536	176335
762	108668	176177
763	108817	176045
764	108940	175871
765	109063	175698
766	109203	175551
767	109330	175384
768	109455	175213
769	109580	175043
770	109713	174887
771	109832	174708
772	109958	174539
773	110084	174371
774	110228	174232
775	110370	174089
776	110506	173937
777	110639	173780
778	110776	173631
779	110904	173466
780	111045	173322
781	111176	173162
782	111328	173035
783	111458	172873
784	111585	172709
785	111717	172551
786	111854	172401
787	111998	172261
788	112136	172113
789	112278	171970
790	112423	171833
791	112574	171704
792	112733	171588
793	112870	171437
794	112992	171264
795	113123	171106
796	113247	170937
797	113369	170764
798	113498	170603
799	113635	170453
800	113799	170343
801	113993	170278
802	114127	170126
803	114247	169950
804	114369	169777
805	114498	169617
806	114624	169451
807	114746	169279
808	114873	169115
809	115008	168962
810	115149	168819
811	115283	168666
812	115434	168537
813	115584	168407
814	115718	168252
815	115832	168071
816	115950	167893
817	116072	167723
818	116190	167546
819	116314	167379
820	116425	167193
821	116549	167025
822	116669	166853
823	116804	166701
824	116924	166529
825	117043	166354
826	117168	166190
827	117296	166027
828	117433	165880
829	117553	165708
830	117679	165544
831	117833	165420
832	117952	165246
833	118074	165077
834	118195	164908
835	118335	164763
836	118461	164600
837	118586	164436
838	118711	164271
839	118833	164103
840	118958	163939
841	119088	163782
842	119207	163610
843	119341	163458
844	119458	163283
845	119566	163096
846	119701	162947
847	119851	162817
848	119973	162650
849	120101	162490
850	120229	162330
851	120346	162157
852	120471	161993
853	120610	161850
854	120812	161790
855	121037	161760
856	121219	161673
857	121446	161644
858	121578	161490
859	121733	161367
860	121873	161224
861	122013	161080
862	122137	160915
863	122279	160775
864	122426	160639
865	122552	160478
866	122687	160329
867	122806	160158
868	122927	159989
869	123042	159813
870	123159	159641
871	123282	159474
872	123395	159297
873	123580	159212
874	123792	159162
875	123992	159095
876	124111	158925
877	124240	158767
878	124377	158620
879	124535	158499
880	124667	158345
881	124791	158182
882	124921	158027
883	125058	157879
884	125189	157724
885	125313	157561
886	125449	157412
887	125569	157245
888	125687	157074
889	125810	156910
890	125941	156755
891	126067	156594
892	126196	156437
893	126329	156286
894	126446	156114
895	126571	155953
896	126693	155789
897	126819	155628
898	126945	155469
899	127081	155321
900	127208	155162
901	127333	155003
902	127457	154840
903	127587	154685
904	127705	154516
905	127827	154352
906	128083	154350
907	128258	154248
908	128374	154078
909	128497	153914
910	128623	153755
911	128749	153595
912	128881	153443
913	129108	153404
914	129245	153258
915	129366	153093
916	129499	152941
917	129612	152768
918	129727	152595
919	129849	152431
920	129978	152276
921	130104	152117
922	130224	151952
923	130351	151795
924	130488	151648
925	130624	151502
926	130825	151430
927	130988	151314
928	131260	151324
929	131453	151241
930	131690	151210
931	131847	151087
932	131991	150948
933	132134	150809
934	132265	150655
935	132422	150532
936	132582	150411
937	132710	150254
938	132849	150109
939	132974	149949
940	133095	149785
941	133220	149625
942	133342	149462
943	133465	149300
944	133584	149133
945	133706	148970
946	133820	148799
947	133946	148641
948	134074	148485
949	134191	148317
950	134313	148154
951	134443	148001
952	134563	147836
953	134681	147669
954	134803	147507
955	134965	147389
956	135132	147275
957	135258	147118
958	135380	146956
959	135522	146815
960	135663	146674
961	135781	146508
962	135912	146356
963	136057	146219
964	136176	146054
965	136300	145895
966	136466	145780
967	136634	145668
968	136773	145524
969	136903	145371
970	137032	145217
971	137152	145054
972	137297	144917
973	137423	144760
974	137545	144599
975	137669	144440
976	137790	144278
977	137914	144119
978	138045	143967
979	138159	143798
980	138280	143636
981	138407	143481
982	138552	143344
983	138680	143189
984	138803	143031
985	138937	142883
986	139105	142769
987	139224	142606
988	139381	142482
989	139527	142346
990	139671	142208
991	139817	142072
992	139951	141924
993	140074	141765
994	140190	141599
995	140321	141448
996	140441	141286
997	140554	141118
998	140689	140970
999	140868	140868
1000	140982	140700
1001	141220	140656
1002	141462	140615
1003	141585	140457
1004	141709	140299
1005	141823	140131
1006	141939	139966
1007	142061	139806
1008	142194	139657
1009	142324	139506
1010	142468	139368
1011	142592	139210
1012	142699	139036
1013	142815	138872
1014	142920	138696
1015	143032	138527
1016	143139	138353
1017	143251	138186
1018	143360	138014
1019	143471	137845
1020	143582	137676
1021	143700	137513
1022	143832	137364
1023	143964	137216
1024	144099	137070
1025	144220	136911
1026	144363	136773
1027	144578	136702
1028	144825	136662
1029	144955	136511
1030	145096	136370
1031	145250	136242
1032	145383	136095
1033	145525	135954
1034	145640	135790
1035	145766	135636
1036	145880	135470
1037	145996	135307
1038	146121	135151
1039	146243	134994
1040	146410	134878
1041	146531	134718
1042	146647	134555
1043	146765	134394
1044	146892	134241
1045	147007	134077
1046	147121	133913
1047	147235	133748
1048	147350	133584
1049	147469	133425
1050	147591	133267
1051	147707	133105
1052	147824	132943
1053	147944	132785
1054	148068	132630
1055	148189	132472
1056	148312	132316
1057	148429	132155
1058	148551	131999
1059	148673	131842
1060	148801	131691
1061	148930	131540
1062	149068	131399
1063	149193	131245
1064	149306	131081
1065	149420	130917
1066	149536	130756
1067	149645	130589
1068	149755	130423
1069	149872	130262
1070	150006	130117
1071	150121	129955
1072	150234	129792
1073	150350	129631
1074	150463	129468
1075	150579	129308
1076	150690	129143
1077	150815	128990
1078	150937	128835
1079	151056	128677
1080	151169	128514
1081	151280	128350
1082	151395	128190
1083	151507	128026
1084	151633	127875
1085	151745	127712
1086	151859	127550
1087	151975	127390
1088	152094	127234
1089	152209	127073
1090	152346	126932
1091	152545	126841
1092	152692	126708
1093	152855	126587
1094	153056	126498
1095	153213	126373
1096	153362	126241
1097	153517	126113
1098	153647	125965
1099	153769	125811
1100	153891	125657
1101	154019	125507
1102	154155	125364
1103	154302	125231
1104	154440	125089
1105	154577	124947
1106	154722	124811
1107	154876	124683
1108	155046	124568
1109	155175	124420
1110	155292	124262
1111	155413	124107
1112	155542	123958
1113	155675	123813
1114	155803	123664
1115	155924	123510
1116	156058	123365
1117	156177	123210
1118	156301	123057
1119	156435	122913
1120	156569	122769
1121	156715	122634
1122	156849	122490
1123	157007	122365
1124	157159	122235
1125	157308	122102
1126	157430	121949
1127	157560	121802
1128	157693	121657
1129	157837	121520
1130	157971	121376
1131	158095	121225
1132	158237	121087
1133	158354	120929
1134	158483	120782
1135	158608	120631
1136	158732	120480
1137	158858	120330
1138	159004	120195
1139	159175	120079
1140	159317	119942
1141	159465	119808
1142	159607	119670
1143	159745	119529
1144	159873	119381
1145	160017	119245
1146	160153	119102
1147	160290	118961
1148	160413	118809
1149	160564	118678
1150	160684	118523
1151	160817	118379
1152	160934	118223
1153	161044	118062
1154	161165	117908
1155	161288	117757
1156	161402	117598
1157	161543	117461
1158	161694	117329
1159	161825	117183
1160	161953	117035
1161	162076	116884
1162	162203	116736
1163	162321	116581
1164	162450	116434
1165	162593	116297
1166	162723	116151
1167	162849	116002
1168	162982	115858
1169	163129	115724
1170	163261	115579
1171	163389	115432
1172	163525	115290
1173	163669	115154
1174	163808	115014
1175	163945	114873
1176	164085	114734
1177	164212	114586
1178	164372	114461
1179	164498	114312
1180	164637	114172
1181	164769	114028
1182	164907	113887
1183	165034	113740
1184	165155	113588
1185	165278	113437
1186	165401	113286
1187	165546	113151
1188	165753	113057
1189	165906	112928
1190	166062	112799
1191	166202	112660
1192	166354	112529
1193	166471	112374
1194	166618	112240
1195	166743	112091
1196	166870	111943
1197	166991	111792
1198	167113	111641
1199	167233	111488
1200	167345	111331
1201	167476	111186
1202	167607	111041
1203	167732	110892
1204	167859	110745
1205	167988	110599
1206	168105	110445
1207	168228	110295
1208	168346	110142
1209	168467	109990
1210	168599	109847
1211	168721	109696
1212	168843	109546
1213	168971	109399
1214	169096	109251
1215	169245	109119
1216	169371	108971
1217	169487	108817
1218	169606	108665
1219	169721	108510
1220	169844	108361
1221	169969	108212
1222	170093	108064
1223	170218	107916
1224	170351	107773
1225	170460	107615
1226	170583	107466
1227	170699	107312
1228	170830	107168
1229	170976	107034
1230	171100	106885
1231	171219	106734
1232	171337	106582
1233	171455	106430
1234	171568	106275
1235	171685	106122
1236	171806	105972
1237	171921	105818
1238	172037	105666
1239	172153	105513
1240	172287	105371
1241	172410	105222
1242	172516	105064
1243	172638	104915
1244	172751	104761
1245	172867	104608
1246	172985	104457
1247	173100	104303
1248	173213	104149
1249	173328	103997
1250	173445	103845
1251	173554	103689
1252	173669	103536
1253	173788	103385
1254	173902	103233
1255	174024	103084
1256	174143	102934
1257	174250	102777
1258	174376	102631
1259	174486	102476
1260	174607	102327
1261	174724	102176
1262	174841	102025
1263	174960	101875
1264	175113	101745
1265	175227	101593
1266	175344	101442
1267	175467	101294
1268	175587	101146
1269	175705	100996
1270	175817	100842
1271	175972	100714
1272	176090	100563
1273	176218	100419
1274	176331	100266
1275	176505	100148
1276	176626	100000
1277	176745	99851
1278	176871	99706
1279	176996	99560
1280	177116	99412
1281	177244	99268
1282	177370	99122
1283	177545	99005
1284	177688	98869
1285	177824	98729
1286	177972	98597
1287	178118	98463
1288	178240	98315
1289	178368	98171
1290	178491	98025
1291	178616	97879
1292	178746	97736
1293	178870	97590
1294	179013	97455
1295	179144	97313
1296	179266	97165
1297	179394	97022
1298	179545	96891
1299	179679	96750
1300	179802	96604
1301	179931	96460
1302	180059	96317
1303	180181	96170
1304	180302	96023
1305	180424	95876
1306	180542	95727
1307	180665	95581
1308	180788	95435
1309	180949	95309
1310	181079	95166
1311	181205	95022
1312	181317	94870
1313	181447	94728
1314	181581	94588
1315	181705	94442
1316	181823	94294
1317	181956	94153
1318	182110	94023
1319	182226	93874
1320	182358	93733
1321	182479	93586
1322	182598	93438
1323	182729	93296
1324	182877	93163
1325	183072	93054
1326	183332	92978
1327	183518	92864
1328	183735	92766
1329	183857	92619
1330	184007	92487
1331	184174	92363
1332	184304	92221
1333	184437	92080
1334	184579	91944
1335	184712	91803
1336	184837	91658
1337	184975	91519
1338	185123	91386
1339	185250	91242
1340	185376	91098
1341	185504	90955
1342	185631	90811
1343	185756	90666
1344	185880	90521
1345	186002	90375
1346	186165	90249
1347	186290	90104
1348	186410	89957
1349	186568	89829
1350	186769	89721
1351	187004	89629
1352	187176	89507
1353	187305	89364
1354	187480	89243
1355	187648	89118
1356	187781	88978
1357	187834	88799
1358	188073	88708
1359	188330	88626
1360	188488	88496
1361	188608	88349
1362	188727	88202
1363	188852	88057
1364	188982	87914
1365	189118	87775
1366	189244	87631
1367	189388	87495
1368	189526	87356
1369	189672	87221
1370	189804	87080
1371	189928	86935
1372	190049	86788
1373	190182	86647
1374	190309	86504
1375	190457	86370
1376	190578	86223
1377	190700	86077
1378	190822	85932
1379	190954	85791
1380	191074	85644
1381	191199	85500
1382	191334	85360
1383	191451	85212
1384	191561	85061
1385	191674	84912
1386	191786	84762
1387	191900	84613
1388	192015	84464
1389	192128	84315
1390	192249	84169
1391	192360	84019
1392	192468	83868
1393	192582	83719
1394	192698	83571
1395	192813	83423
1396	192930	83276
1397	193047	83129
1398	193165	82982
1399	193287	82837
1400	193408	82692
1401	193536	82549
1402	193660	82405
1403	193800	82268
1404	193934	82128
1405	194073	81991
1406	194290	81886
1407	194493	81775
1408	194684	81659
1409	194804	81514
1410	194914	81363
1411	195023	81213
1412	195150	81071
1413	195270	80925
1414	195384	80777
1415	195499	80629
1416	195621	80485
1417	195740	80339
1418	195856	80192
1419	195974	80046
1420	196091	79899
1421	196212	79754
1422	196330	79608
1423	196454	79464
1424	196567	79316
1425	196682	79169
1426	196802	79024
1427	196925	78880
1428	197044	78735
1429	197161	78588
1430	197279	78442
1431	197402	78299
1432	197518	78152
1433	197639	78008
1434	197783	77872
1435	197911	77731
1436	198025	77584
1437	198138	77436
1438	198264	77294
1439	198388	77151
1440	198521	77011
1441	198654	76871
1442	198773	76727
1443	198890	76581
1444	199006	76435
1445	199124	76289
1446	199260	76151
1447	199379	76006
1448	199496	75860
1449	199621	75718
1450	199749	75577
1451	199867	75432
1452	199985	75286
1453	200103	75141
1454	200213	74993
1455	200325	74846
1456	200445	74702
1457	200554	74554
1458	200679	74412
1459	200791	74265
1460	200909	74120
1461	201047	73983
1462	201170	73840
1463	201282	73693
1464	201401	73549
1465	201522	73405
1466	201641	73261
1467	201765	73119
1468	201882	72974
1469	201999	72829
1470	202108	72682
1471	202235	72540
1472	202347	72394
1473	202467	72251
1474	202613	72116
1475	202734	71973
1476	202851	71828
1477	202970	71685
1478	203087	71540
1479	203197	71393
1480	203314	71249
1481	203432	71105
1482	203546	70959
1483	203671	70818
1484	203788	70674
1485	203901	70528
1486	204014	70382
1487	204125	70236
1488	204249	70095
1489	204369	69952
1490	204493	69810
1491	204603	69663
1492	204729	69523
1493	204838	69376
1494	204956	69232
1495	205067	69086
1496	205178	68941
1497	205293	68796
1498	205412	68653
1499	205519	68506
1500	205624	68358
1501	205736	68213
1502	205853	68069
1503	205981	67930
1504	206099	67786
1505	206223	67645
1506	206354	67506
1507	206482	67366
1508	206633	67234
1509	206768	67097
1510	206885	66953
1511	207010	66812
1512	207122	66668
1513	207255	66529
1514	207419	66401
1515	207533	66257
1516	207655	66115
1517	207787	65977
1518	207916	65837
1519	208042	65697
1520	208160	65554
1521	208275	65411
1522	208404	65271
1523	208540	65134
1524	208670	64995
1525	208826	64864
1526	208951	64724
1527	209066	64580
1528	209187	64439
1529	209309	64297
1530	209436	64157
1531	209565	64018
1532	209691	63878
1533	209811	63736
1534	209946	63599
1535	210060	63455
1536	210172	63311
1537	210314	63176
1538	210436	63035
1539	210555	62893
1540	210662	62747
1541	210782	62605
1542	210925	62471
1543	211040	62328
1544	211152	62183
1545	211271	62042
1546	211380	61897
1547	211503	61756
1548	211624	61615
1549	211743	61473
1550	211874	61335
1551	211991	61193
1552	212113	61052
1553	212223	60908
1554	212341	60766
1555	212458	60624
1556	212575	60482
1557	212687	60338
1558	212810	60198
1559	212924	60055
1560	213044	59914
1561	213155	59770
1562	213292	59634
1563	213401	59490
1564	213535	59353
1565	213645	59209
1566	213754	59065
1567	213864	58921
1568	213968	58776
1569	214083	58634
1570	214193	58490
1571	214297	58345
1572	214407	58202
1573	214507	58056
1574	214622	57914
1575	214733	57771
1576	214874	57635
1577	214988	57493
1578	215091	57348
1579	215199	57204
1580	215308	57061
1581	215423	56919
1582	215528	56775
1583	215635	56631
1584	215746	56488
1585	215864	56348
1586	215969	56203
1587	216076	56060
1588	216182	55916
1589	216298	55775
1590	216421	55635
1591	216547	55497
1592	216673	55358
1593	216817	55224
1594	216935	55084
1595	217049	54942
1596	217167	54801
1597	217271	54657
1598	217377	54514
1599	217487	54371
1600	217589	54227
1601	217695	54084
1602	217804	53941
1603	217911	53798
1604	218025	53657
1605	218139	53516
1606	218245	53372
1607	218347	53229
1608	218452	53085
1609	218563	52943
1610	218675	52802
1611	218794	52662
1612	218914	52523
1613	219055	52388
1614	219167	52247
1615	219275	52105
1616	219386	51963
1617	219499	51822
1618	219602	51679
1619	219707	51536
1620	219818	51395
1621	219930	51253
1622	220060	51117
1623	220163	50973
1624	220273	50832
1625	220375	50689
1626	220491	50549
1627	220603	50408
1628	220715	50267
1629	220834	50128
1630	220941	49986
1631	221050	49844
1632	221153	49701
1633	221258	49559
1634	221370	49419
1635	221486	49279
1636	221593	49137
1637	221702	48996
1638	221831	48859
1639	221958	48722
1640	222070	48582
1641	222174	48440
1642	222277	48297
1643	222381	48155
1644	222483	48013
1645	222598	47873
1646	222710	47733
1647	222832	47595
1648	222947	47455
1649	223076	47319
1650	223198	47181
1651	223316	47042
1652	223425	46901
1653	223532	46760
1654	223636	46619
1655	223740	46477
1656	223859	46339
1657	223971	46199
1658	224083	46059
1659	224185	45917
1660	224291	45776
1661	224402	45636
1662	224511	45496
1663	224635	45359
